date,temperature_2m_mean,precipitation_sum,et0_fao_evapotranspiration,region,temperature_2m,precipitation,weather_code,wind_speed_10m,relative_humidity_2m,temperature_2m_mean_lag1,temperature_2m_mean_lag7,temperature_2m_mean_rollmean3,temperature_2m_mean_rollmean7,precipitation_sum_lag1,precipitation_sum_lag7,precipitation_sum_rollmean3,precipitation_sum_rollmean7,et0_fao_evapotranspiration_lag1,et0_fao_evapotranspiration_lag7,et0_fao_evapotranspiration_rollmean3,et0_fao_evapotranspiration_rollmean7,temperature_2m_lag1,temperature_2m_lag7,temperature_2m_rollmean3,temperature_2m_rollmean7,precipitation_lag1,precipitation_lag7,precipitation_rollmean3,precipitation_rollmean7,weather_code_lag1,weather_code_lag7,weather_code_rollmean3,weather_code_rollmean7,wind_speed_10m_lag1,wind_speed_10m_lag7,wind_speed_10m_rollmean3,wind_speed_10m_rollmean7,relative_humidity_2m_lag1,relative_humidity_2m_lag7,relative_humidity_2m_rollmean3,relative_humidity_2m_rollmean7,wine_quality_score
2025-02-03,9.2,5.2,1.03,Nemea,9.758333333333333,0.2625,,5.0249999999999995,88.20833333333333,,,9.2,9.2,,,5.2,5.2,,,1.03,1.03,8.012,10.462,8.386999999999912,8.937000500000002,0.0,0.0,0.0,0.0,3.0,0.0,2.5,2.0,3.8939953,5.2416787,4.246845150000025,4.584667283333336,97.979324,84.509895,96.19007199999992,91.700883,4
2025-02-04,7.4,3.8,0.96,Nemea,7.625,0.12083333333333333,,9.829166666666667,86.16666666666667,,,7.4,7.4,,,3.8,3.8,,,0.96,0.96,9.562,11.812,9.711999999999913,10.253666833333336,0.0,5.0,0.0,1.1999999999999982,3.0,63.0,2.5,29.0,1.0948973,5.0688457,1.8974485500000249,2.534566450000002,97.34628,88.731186,96.86101499999992,94.29533933333336,4
2025-02-05,4.5,0.0,1.19,Nemea,5.079166666666667,0.025000000000000005,,7.804166666666667,78.66666666666667,,,4.5,4.5,,,0.0,0.0,,,1.19,1.19,5.5119996,6.9119997,5.636999599999912,5.920333083333335,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,10.5234585,16.021011,11.097866750000026,13.414698333333336,74.36194,72.00573,73.59273999999994,73.03296166666667,3
2025-02-06,3.5,0.0,1.41,Nemea,4.441666666666666,0.0,,6.220833333333334,72.83333333333333,,,3.5,3.5,,,0.0,0.0,,,1.41,1.41,3.312,5.812,3.711999999999913,4.3786666000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.278551,5.6060677,4.121319700000027,4.876551816666669,75.05205,74.41549,73.12787499999992,72.13984583333333,2
2025-02-07,3.4,0.8,1.06,Nemea,4.1375,0.04583333333333334,,11.133333333333333,75.83333333333333,,,3.4,3.4,,,0.8,0.8,,,1.06,1.06,4.112,5.812,4.186999999999912,4.645333116666669,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.1666666666666667,5.2416787,5.8048253,4.927720350000025,5.14738691666667,83.17147,79.34758,83.18080499999994,83.10790833333334,2
2025-02-08,2.3,0.0,1.28,Nemea,2.845833333333333,0.0,,11.5625,70.41666666666667,,,2.3,2.3,,,0.0,0.0,,,1.28,1.28,2.762,5.112,2.811999999999913,3.245333333333335,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.181765,15.133923,9.274342250000023,11.775969333333336,66.85958,64.962105,66.74686999999992,67.13950983333332,2
2025-02-09,2.8,0.0,1.24,Nemea,3.733333333333333,0.0,,9.6875,73.625,,,2.8,2.8,,,0.0,0.0,,,1.24,1.24,4.6619997,4.562,4.6369998499999125,4.395333233333336,0.0,0.0,0.0,0.0,3.0,1.0,2.5,2.5,9.746631,13.084402,9.964484000000027,9.815234333333336,74.74719,66.521126,73.67703999999992,71.23796766666668,2
2025-02-10,2.1,0.0,1.3,Nemea,3.033333333333333,0.0,,7.054166666666666,71.79166666666667,,,2.1,2.1,,,0.0,0.0,,,1.3,1.3,1.7620001,4.562,2.137000049999913,3.1453333666666694,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,5.991594,13.202726,6.021189500000027,8.664463383333336,79.60502,68.744705,77.67221999999992,72.91852333333334,2
2025-02-11,2.3,0.0,1.38,Nemea,3.4458333333333333,0.0,,6.258333333333333,70.54166666666667,,,2.3,2.3,,,0.0,0.0,,,1.38,1.38,2.662,4.362,2.7119999999999136,3.070333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7971041,7.771331,4.266082050000026,5.500697350000003,72.50037,68.70259,72.91186499999992,73.12205,2
2025-02-12,3.7,0.0,1.06,Nemea,4.370833333333334,0.012500000000000002,,4.0625,71.875,,,3.7,3.7,,,0.0,0.0,,,1.06,1.06,4.812,5.0119996,4.836999999999913,4.878666550000003,0.1,0.0,0.1,0.049999999999998,51.0,3.0,51.0,27.0,3.8773184,4.8733153,4.032005700000026,4.537567383333335,78.07095,78.382484,78.35572999999994,78.92874066666667,2
2025-02-13,4.6,0.5,0.89,Nemea,5.258333333333334,0.13333333333333333,,5.3999999999999995,78.58333333333333,,,4.6,4.6,,,0.5,0.5,,,0.89,0.89,3.862,6.1619997,4.086999999999913,4.928666483333336,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.1666666666666665,0.25455844,4.5572357,0.3285253450000258,1.635453231666669,75.14876,70.83861,74.37971499999992,72.64014733333333,3
2025-02-14,8.2,1.3,1.32,Nemea,8.604166666666666,0.5958333333333333,,5.466666666666666,83.58333333333333,,,8.2,8.2,,,1.3,1.3,,,1.32,1.32,7.1619997,7.712,7.411999699999913,7.570333000000002,0.0,0.2,0.1999999999999991,0.1833333333333314,3.0,51.0,27.0,27.0,3.2599385,7.4128532,4.490213750000026,5.025860083333336,90.50211,84.195206,88.98308999999995,87.82200666666665,4
2025-02-15,8.1,0.4,1.77,Nemea,8.637500000000001,0.05833333333333333,,5.958333333333333,77.41666666666667,,,8.1,8.1,,,0.4,0.4,,,1.77,1.77,5.862,10.512,6.311999799999914,7.878666550000003,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.9477081,3.693291,3.9660887500000266,3.1261748333333355,98.28456,85.38101,97.28569499999992,92.81079666666665,3
2025-02-16,7.7,29.2,0.5,Nemea,8.341666666666667,0.6749999999999999,,4.191666666666666,89.29166666666667,,,7.7,7.7,,,29.2,29.2,,,0.5,0.5,6.9119997,10.812,7.186999849999913,8.411999950000002,0.0,0.0,0.0,0.0,1.0,0.0,1.5,1.1666666666666667,3.244996,2.4149535,3.588127600000027,2.0010738400000023,91.74701,80.89475,90.20620749999996,85.78340816666666,5
2025-02-17,8.9,0.1,1.68,Nemea,9.270833333333334,0.05000000000000001,,3.5375,87.70833333333333,,,8.9,8.9,,,0.1,0.1,,,1.68,1.68,9.862,10.762,9.887000499999912,10.078667000000005,0.0,1.5,0.0,0.4833333333333314,3.0,61.0,3.0,37.333333333333336,0.6489992,2.7416782,0.7744996000000284,1.6930470750000024,93.18203,90.757614,92.86974499999994,93.29992666666668,3
2025-02-18,8.6,2.7,1.4,Nemea,8.783333333333333,0.08750000000000001,,3.933333333333333,87.79166666666667,,,8.6,8.6,,,2.7,2.7,,,1.4,1.4,9.862,11.462,10.086999999999913,10.81200016666667,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,1.3104197,3.4763772,1.2852098500000295,0.7833729966666692,85.31126,84.05297,84.90210499999992,83.04935433333334,4
2025-02-19,5.9,0.3,1.02,Nemea,6.333333333333333,0.2833333333333333,,9.758333333333335,90.91666666666667,,,5.9,5.9,,,0.3,0.3,,,1.02,1.02,9.412001,10.712,9.262000499999914,9.603667000000002,0.2,0.1,0.2,0.149999999999998,51.0,51.0,51.0,34.5,2.5455842,3.8521678,2.496924500000029,3.110307966666669,96.03826,85.4024,96.03363499999992,93.36823233333332,3
2025-02-20,2.9,0.0,1.19,Nemea,3.9166666666666665,0.02916666666666667,,10.554166666666667,74.95833333333333,,,2.9,2.9,,,0.0,0.0,,,1.19,1.19,4.862,5.812,4.886999849999913,5.145333233333336,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,13.776762,14.74902,14.094003500000028,14.500673500000005,75.867355,80.767975,76.28284049999992,78.93931533333333,2
2025-02-21,2.4,0.0,1.34,Nemea,3.2458333333333336,0.016666666666666666,,9.341666666666667,74.41666666666667,,,2.4,2.4,,,0.0,0.0,,,1.34,1.34,3.862,5.462,3.862,4.28700001666667,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,6.341009,10.24578,6.152751850000031,7.730424283333336,71.67572,65.27938,73.00501499999993,71.93767416666667,2
2025-02-22,1.4,0.0,1.34,Nemea,2.1041666666666665,0.008333333333333333,,7.6125,70.75,,,1.4,1.4,,,0.0,0.0,,,1.34,1.34,2.612,4.5119996,2.8369999999999127,3.3953333500000027,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.8333333333333333,10.644379,16.341383,11.75451400000003,14.48447316666667,66.82633,65.78298,66.26191249999992,67.71192416666666,1
2025-02-23,2.3,0.0,1.73,Nemea,2.525,0.0,,2.5833333333333335,72.41666666666667,,,2.3,2.3,,,0.0,0.0,,,1.73,1.73,-0.438,3.2120001,-0.138000000000087,1.1953333600000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.40249225,5.12289,0.5723256250000303,1.6699988250000022,81.67334,72.605415,80.37147499999993,75.97761899999999,1
2025-02-24,4.5,0.4,1.26,Nemea,5.441666666666666,0.02916666666666667,,3.225,83.58333333333333,,,4.5,4.5,,,0.4,0.4,,,1.26,1.26,3.562,5.9119997,3.711999999999913,4.337000000000002,0.0,0.0,0.0,0.0,1.0,2.0,1.5,2.0,2.6758924,3.4623692,2.7466689500000303,2.7611117166666688,86.759514,76.58951,86.31185199999993,82.92636383333333,2
2025-02-25,7.6,0.4,1.69,Nemea,8.058333333333334,0.09166666666666667,,3.525,83.54166666666667,,,7.6,7.6,,,0.4,0.4,,,1.69,1.69,7.612,9.412001,7.886999999999912,8.56200016666667,0.0,0.0,0.0,0.0333333333333313,3.0,3.0,3.0,19.0,0.35999998,2.97953,0.3812461150000311,1.1729321133333357,90.22285,81.541176,89.32146199999994,86.72868316666667,3
2025-02-26,8.4,0.3,1.96,Nemea,8.495833333333334,0.008333333333333333,,4.5125,81.25,,,8.4,8.4,,,0.3,0.3,,,1.96,1.96,7.0119996,10.212,7.136999599999912,7.945333366666669,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.26,4.327493,2.053024900000031,3.635748283333335,92.710106,82.20698,92.08142799999992,89.358631,3
2025-02-27,8.8,3.3,1.15,Nemea,9.075000000000001,0.125,,5.370833333333334,83.45833333333333,,,8.8,8.8,,,3.3,3.3,,,1.15,1.15,7.1619997,11.812,7.561999849999911,9.128666783333337,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,1.0182338,3.3092594,0.880196400000031,1.2027518833333353,96.62991,81.30439,95.33672999999992,89.07449099999998,4
2025-02-28,8.4,0.0,1.97,Nemea,8.458333333333334,0.0,,5.316666666666666,80.08333333333333,,,8.4,8.4,,,0.0,0.0,,,1.97,1.97,7.812,11.562,8.211999999999911,9.553666833333336,0.0,0.4,0.0,0.0333333333333313,3.0,51.0,3.0,11.0,0.54,1.484318,0.7200000000000311,1.323851321666669,99.321304,82.10041,98.48923699999996,91.52189733333334,3
2025-03-01,9.4,0.0,2.0,Nemea,10.3,0.012500000000000002,,3.6374999999999997,78.79166666666667,,,9.4,9.4,,,0.0,0.0,,,2.0,2.0,10.012,12.112,10.186999999999912,10.770333833333336,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.3333333333333333,0.56920993,4.0249224,0.6091045650000311,1.2506126216666689,80.233086,80.525154,79.98368799999994,80.202481,3
2025-03-02,9.5,0.6,1.52,Nemea,9.799999999999999,0.15,,2.6916666666666664,83.20833333333333,,,9.5,9.5,,,0.6,0.6,,,1.52,1.52,9.312,12.862,9.561999999999912,10.478666666666667,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.1666666666666665,2.5455842,3.148714,2.99223960000003,3.6375633500000015,91.8971,82.265625,90.98772699999994,87.97879316666666,4
2025-03-03,8.0,0.7,1.53,Nemea,7.883333333333333,0.03333333333333333,,10.954166666666666,82.625,,,8.0,8.0,,,0.7,0.7,,,1.53,1.53,8.512,12.412001,8.861999999999913,9.928666833333336,0.0,0.5,0.0,0.0166666666666647,0.0,53.0,0.0,9.333333333333334,3.536439,2.9301877,2.471141950000031,1.6100657800000029,94.71212,81.110565,93.45795499999994,90.068204,3
2025-03-04,5.8,0.0,1.97,Nemea,6.458333333333333,0.0,,14.033333333333333,69.45833333333333,,,5.8,5.8,,,0.0,0.0,,,1.97,1.97,6.5119996,8.712,6.636999599999914,7.270333200000002,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,11.966953,21.43814,12.802721000000034,15.924676,74.53985,66.711815,74.29795999999993,73.30990233333334,2
2025-03-05,7.4,0.0,2.59,Nemea,7.970833333333334,0.0,,13.458333333333334,63.791666666666664,,,7.4,7.4,,,0.0,0.0,,,2.59,2.59,6.212,7.812,6.186999849999913,6.203666500000003,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,12.007498,18.899143,11.357047000000032,10.76931841666667,66.64301,57.392338,65.92205499999994,66.60940116666667,2
2025-03-06,8.7,0.0,3.29,Nemea,9.6625,0.0,,6.0249999999999995,50.333333333333336,,,8.7,8.7,,,0.0,0.0,,,3.29,3.29,7.212,10.462,7.386999999999913,8.287000283333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7238941,9.96524,3.081394550000032,4.655606900000002,63.352787,57.863827,64.43459349999995,64.62123683333334,1
2025-03-07,10.3,0.0,3.73,Nemea,10.941666666666668,0.0,,5.141666666666667,46.416666666666664,,,10.3,10.3,,,0.0,0.0,,,3.73,3.73,9.112,13.212,9.336999999999913,10.428666833333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.659518,5.950899,1.6397589500000322,2.487048033333336,56.291695,48.438984,56.24928849999994,55.20031783333334,1
2025-03-08,10.3,0.0,3.51,Nemea,10.870833333333332,0.0,,4.941666666666667,51.166666666666664,,,10.3,10.3,,,0.0,0.0,,,3.51,3.51,9.512,14.262,9.736999999999911,11.420333333333335,0.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,0.5091169,5.232399,0.9801616000000328,1.826972983333336,58.661415,44.606277,57.89161849999995,51.9025215,2
2025-03-09,10.7,0.0,3.34,Nemea,10.833333333333334,0.0,,4.970833333333333,58.958333333333336,,,10.7,10.7,,,0.0,0.0,,,3.34,3.34,9.662001,14.362,10.087000499999911,11.595333500000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.56920993,2.8460498,0.609104565000032,0.9493684433333356,59.11936,43.53679,58.395344999999935,54.06003616666667,2
2025-03-10,11.7,0.0,3.21,Nemea,11.633333333333333,0.0,,4.7125,67.625,,,11.7,11.7,,,0.0,0.0,,,3.21,3.21,9.312,15.912001,9.586999999999913,11.403666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7534704,0.9,3.628534200000032,4.556004783333336,87.91722,32.558975,87.64376799999994,76.40495233333333,3
2025-03-11,12.3,0.0,2.84,Nemea,12.354166666666666,0.0,,8.737499999999999,74.83333333333333,,,12.3,12.3,,,0.0,0.0,,,2.84,2.84,10.062,16.712,10.761999999999912,13.203666833333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.9469976,5.983477,1.9469976,1.9000511666666688,77.26184,45.93965,74.07097999999995,62.2424055,3
2025-03-12,14.7,0.3,2.38,Nemea,14.258333333333333,0.004166666666666667,,8.204166666666667,73.25,,,14.7,14.7,,,0.3,0.3,,,2.38,2.38,13.662001,17.212,13.912000999999911,15.062000333333335,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.6666666666666665,9.600937,15.119999,9.255241000000032,10.337403500000002,88.00905,67.14177,87.17011499999995,80.04346666666666,5
2025-03-13,16.6,1.5,3.53,Nemea,17.212500000000002,0.004166666666666667,,10.879166666666668,61.291666666666664,,,16.6,16.6,,,1.5,1.5,,,3.53,3.53,13.062,16.612,13.511999999999908,14.5203335,0.0,0.1,0.0,0.0333333333333313,3.0,51.0,3.0,11.0,6.8612823,11.4862,7.425262150000032,8.556770300000002,87.66491,71.61722,85.30856749999995,81.59200083333333,4
2025-03-14,15.3,0.0,3.73,Nemea,15.370833333333332,0.0,,6.754166666666666,69.375,,,15.3,15.3,,,0.0,0.0,,,3.73,3.73,11.912001,20.062,12.737000499999912,15.937000333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7842832,13.110376,4.599631100000032,7.769683250000003,88.14813,61.613686,84.16710499999994,71.7713385,3
2025-03-15,16.3,0.0,4.37,Nemea,16.295833333333334,0.0,,7.2250000000000005,59.583333333333336,,,16.3,16.3,,,0.0,0.0,,,4.37,4.37,13.962,18.862,14.336999999999913,15.937000000000005,0.0,0.0,0.0,0.0,0.0,3.0,0.5,2.1666666666666665,6.3231,3.6,6.153288300000032,4.412701600000003,82.13067,70.639336,81.23779999999994,77.48549833333334,3
2025-03-16,18.4,0.0,4.83,Nemea,18.208333333333332,0.0,,7.904166666666666,51.166666666666664,,,18.4,18.4,,,0.0,0.0,,,4.83,4.83,14.562,17.362,14.761999999999908,15.50366666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,8.107996,10.34178,7.940706250000032,8.542138116666669,77.96037,70.81818,77.47648499999994,75.17760833333334,3
2025-03-17,12.6,0.0,3.58,Nemea,13.950000000000001,0.0,,11.895833333333334,58.708333333333336,,,12.6,12.6,,,0.0,0.0,,,3.58,3.58,13.962,19.862,14.261999999999912,16.0703335,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.5,0.6489992,7.040739,0.9734988000000292,3.875327683333335,77.09203,59.770344,76.12328999999994,69.79876033333333,2
2025-03-18,8.2,3.7,1.8,Nemea,8.783333333333333,0.32916666666666666,,8.8375,69.20833333333333,,,8.2,8.2,,,3.7,3.7,,,1.8,1.8,9.112,14.762,9.561999999999912,11.303666833333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.829907,17.259363,5.367173000000028,4.988497983333335,68.4675,39.924545,65.34332699999995,56.59361466666666,3
2025-03-19,4.1,4.3,1.88,Nemea,4.779166666666667,0.11666666666666665,,14.591666666666667,72.0,,,4.1,4.1,,,4.3,4.3,,,1.88,1.88,5.5119996,9.362,5.586999649999914,6.520333383333337,0.3,0.1,0.4499999999999989,0.6833333333333313,51.0,51.0,52.0,52.66666666666666,23.546999,17.337091,23.282948500000025,22.873656333333333,85.43315,80.41835,85.89539249999993,86.7999125,2
