date,temperature_2m_mean,precipitation_sum,et0_fao_evapotranspiration,region,temperature_2m,precipitation,weather_code,wind_speed_10m,relative_humidity_2m,temperature_2m_mean_lag1,temperature_2m_mean_lag7,temperature_2m_mean_rollmean3,temperature_2m_mean_rollmean7,precipitation_sum_lag1,precipitation_sum_lag7,precipitation_sum_rollmean3,precipitation_sum_rollmean7,et0_fao_evapotranspiration_lag1,et0_fao_evapotranspiration_lag7,et0_fao_evapotranspiration_rollmean3,et0_fao_evapotranspiration_rollmean7,temperature_2m_lag1,temperature_2m_lag7,temperature_2m_rollmean3,temperature_2m_rollmean7,precipitation_lag1,precipitation_lag7,precipitation_rollmean3,precipitation_rollmean7,weather_code_lag1,weather_code_lag7,weather_code_rollmean3,weather_code_rollmean7,wind_speed_10m_lag1,wind_speed_10m_lag7,wind_speed_10m_rollmean3,wind_speed_10m_rollmean7,relative_humidity_2m_lag1,relative_humidity_2m_lag7,relative_humidity_2m_rollmean3,relative_humidity_2m_rollmean7,wine_quality_score
2025-01-14,15.2,7.6,2.08,Santorini,14.975,0.3458333333333334,,14.1,79.75,,,15.2,15.2,,,7.6,7.6,,,2.08,2.08,17.081999,17.932,17.2569995,17.540332666666668,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,10.874741,15.865546,11.957247500000102,15.432593333333337,76.81917,66.84848,74.2941900000003,70.41400166666666,5
2025-01-15,13.2,1.6,1.57,Santorini,12.85,0.05416666666666667,,17.650000000000002,74.375,,,13.2,13.2,,,1.6,1.6,,,1.57,1.57,14.282001,14.382,14.532001,14.623667166666666,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.5,26.71348,5.5450516,23.8955830000001,14.627056233333336,83.54157,86.35294,83.70864750000031,86.156175,5
2025-01-16,14.0,2.7,2.14,Santorini,13.341666666666667,0.0625,,14.491666666666667,73.625,,,14.0,14.0,,,2.7,2.7,,,2.14,2.14,13.132,13.432,13.307000000000002,13.440333333333331,0.1,0.0,0.0500000000000002,0.0166666666666666,51.0,1.0,26.0,9.666666666666666,8.905908,17.318394,10.5317855000001,14.632493833333337,78.00355,73.95923,76.23605000000032,73.90425666666667,5
2025-01-17,12.9,0.0,2.67,Santorini,12.725,0.004166666666666667,,23.7,69.70833333333333,,,12.9,12.9,,,0.0,0.0,,,2.67,2.67,13.832,14.232,13.857000000000005,14.040333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8333333333333334,22.840149,22.775513,22.607983500000103,22.688586333333337,69.42881,74.348,70.26593000000031,70.43530333333332,4
2025-01-18,13.8,0.0,2.79,Santorini,13.858333333333334,0.012500000000000002,,18.458333333333332,63.375,,,13.8,13.8,,,0.0,0.0,,,2.79,2.79,13.882,13.532001,13.882,13.723666666666668,0.0,0.0,0.0,0.0333333333333333,3.0,3.0,2.0,18.33333333333333,17.46371,22.151705,18.332792000000104,21.485090000000003,68.96965,69.604965,69.2042200000003,70.604347,4
2025-01-19,14.1,0.0,2.75,Santorini,14.3125,0.0,,15.525,65.875,,,14.1,14.1,,,0.0,0.0,,,2.75,2.75,14.632,14.982,14.682000000000002,14.773666999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.459915,17.468348,16.7917920000001,17.330782000000003,71.96666,60.62737,71.02206000000031,67.71067433333333,4
2025-01-20,14.2,0.0,2.33,Santorini,14.620833333333332,0.0,,12.191666666666668,71.83333333333333,,,14.2,14.2,,,0.0,0.0,,,2.33,2.33,14.582,15.082,14.607000000000005,14.698666833333334,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.6666666666666666,13.31635,12.860871,13.333360500000104,13.451093416666671,79.26887,71.09225,79.53615700000032,78.34803383333333,4
2025-01-21,14.8,0.3,1.87,Santorini,14.533333333333333,0.012500000000000002,,9.283333333333333,75.70833333333333,,,14.8,14.8,,,0.3,0.3,,,1.87,1.87,14.732,15.882,14.707,15.082,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,1.7727944,13.238261,2.136717200000104,4.447222500000002,73.44594,69.60131,73.56452250000031,72.35838583333333,5
2025-01-22,14.8,1.3,2.77,Santorini,14.583333333333334,0.12916666666666668,,20.441666666666666,67.08333333333333,,,14.8,14.8,,,1.3,1.3,,,2.77,2.77,15.682,15.832,15.682,15.732000166666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.757051,12.337553,20.171584000000102,16.698716166666667,70.96893,77.128845,71.56475300000031,72.738036,4
2025-01-23,14.8,0.0,2.48,Santorini,14.620833333333332,0.0,,9.325000000000001,64.54166666666667,,,14.8,14.8,,,0.0,0.0,,,2.48,2.48,14.232,15.532001,14.382000500000002,14.948667,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.1666666666666666,6.341009,13.184308,6.9160615000001,10.366077666666667,71.40984,61.38073,71.31823000000031,66.622326,5
2025-01-24,15.9,0.7,1.39,Santorini,16.212500000000002,0.020833333333333332,,14.470833333333333,73.25,,,15.9,15.9,,,0.7,0.7,,,1.39,1.39,16.382,16.282,16.382,16.306999666666666,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.5,18.008097,14.404499,16.7440487500001,15.18867525,80.04753,72.51023,79.39806500000032,76.44520766666666,6
2025-01-25,15.4,0.4,1.7,Santorini,15.25,0.012500000000000002,,11.450000000000001,74.25,,,15.4,15.4,,,0.4,0.4,,,1.7,1.7,15.282001,17.182,15.632000500000004,16.523666333333335,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.5,4.5,9.499157,5.053033850000103,9.30182586666667,82.5674,71.72299,82.20713000000032,78.95465666666666,6
2025-01-26,13.5,0.0,2.19,Santorini,13.762500000000001,0.0,,16.054166666666667,60.416666666666664,,,13.5,13.5,,,0.0,0.0,,,2.19,2.19,15.032001,16.282,15.332000500000005,15.482000166666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3229,15.885956,21.7052875000001,21.16762766666667,66.684,68.75842,63.11930500000031,68.12616,4
2025-01-27,13.3,0.0,1.56,Santorini,12.754166666666668,0.0,,5.05,69.41666666666667,,,13.3,13.3,,,0.0,0.0,,,1.56,1.56,12.282001,14.332,12.5070005,13.015333666666669,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,3.710795,5.6060677,2.660382000000104,2.4529009966666693,75.02172,66.76131,74.42883000000032,73.61795,5
